payload,label,type
"start_temp_report,1",benign,temp
"run_cmd,ADD -6 X",malicious,cmd_parse_error
"run_cmd,SUB -442 690",benign,math
"run_cmd,ADD 79 abc",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB -80 34 77",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"echo,abc123",benign,echo
"run_cmd,SUB -286 -207",benign,math
"run_cmd,echo abc123",benign,echo
"run_cmd,echo abc123",benign,echo
"echo,temperature normal",benign,echo
"echo,hello world",benign,echo
"run_cmd,SUB -30 13 50",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -17 NaN",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"start_temp_report,abc",malicious,temp_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -46 NaN",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"runcmd,ADD -50 29",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,ADD 98 abc",malicious,cmd_parse_error
"run_cmd,ADD 15 60 67",malicious,cmd_parse_error
"echo,system ok",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"start_temp_report,1.5",malicious,temp_error
"run_cmd,ADD -64 NaN",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB 1 NaN",malicious,cmd_parse_error
"run_cmd,ADD 36 -69 43",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD -762 596",benign,math
"echo,done",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD -331 652",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"echo,done",benign,echo
"echo,system ok",benign,echo
"run_cmd,SUB 84 97 92",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,ADD 18 abc",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 72 -41 25",malicious,cmd_parse_error
"run_cmd,SUB 59 abc",malicious,cmd_parse_error
"ech,ADD -7 2",malicious,cmd_parse_error
"run_cmd,ADD -51 1.5",malicious,cmd_parse_error
"run_cmd,ADD 53 617",benign,math
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"start_temp_report,abc",malicious,temp_error
"start_temp_report,0",malicious,temp_error
"rn_cmd,ADD 21 42",malicious,cmd_parse_error
"run_cmd,ADD 94 -4 -16",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 493 410",benign,math
"eco,ADD -17 35",malicious,cmd_parse_error
"run_cmd,ADDd 15 -77",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,SUB -72 4 2",malicious,cmd_parse_error
"run_cmd,SUB -71 1.5",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"echo,system ok",benign,echo
"run_cmd,ADD 48 -33 67",malicious,cmd_parse_error
"run_cmd,ADD 502 275",benign,math
"runcmd,ADD 20 19",malicious,cmd_parse_error
"run_cmd,ADD 156 87",benign,math
"run_cmd,SUB 211 371",benign,math
"run_cmd,echo device ready",benign,echo
"echo,abc123",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,SUB 96 -49 38",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,0",malicious,temp_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 3 65 -56",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,echo abc123",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 13 abc",malicious,cmd_parse_error
"runcmd,ADD -6 10",malicious,cmd_parse_error
"run_cmd,ADD 220 -109",benign,math
"run_cmd,ADD 974 672",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,ADD -2 -59 -84",malicious,cmd_parse_error
"run_cmd,SUB 356 -643",benign,math
"runcmd,ADD -38 -17",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"run_cmd,PLUS 86 58",malicious,cmd_parse_error
"run_cmd,SUM -20 57",malicious,cmd_parse_error
"run_cmd,SUB 81 X",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,SUB 219 -88",benign,math
"run_cmd,ADDd 28 -88",malicious,cmd_parse_error
"run_cmd,SUB 10 X",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -76 -359",benign,math
"run_cmd,ADD -733 -794",benign,math
"echo,system ok",benign,echo
"run_cmd,SUB -776 -571",benign,math
"run_cmd,ADD 865 614",benign,math
"start_temp_report,1.5",malicious,temp_error
"echo,done",benign,echo
"run_cmd,ADD 79 abc",malicious,cmd_parse_error
"run_cmd,ADD 10 X",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD -91 -61 -48",malicious,cmd_parse_error
"run_cmd,SUB -20 1.5",malicious,cmd_parse_error
"run_cmd,ADD -100 X",malicious,cmd_parse_error
"run_cmd,SUB 124 -239",benign,math
"echo,hello world",benign,echo
"run_cmd,ADD 986 454",benign,math
"run_cmd,SUM -100 17",malicious,cmd_parse_error
"run_cmd,SUB -790 47",benign,math
"run_cmd,SU 59 -67",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"eco,ADD 5 -31",malicious,cmd_parse_error
"run_cmd,SUBB -13 38",malicious,cmd_parse_error
"run_cmd,SUB -209 298",benign,math
"start_temp_report,abc",benign,temp
"run_cmd,SUB -82 X",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,xyz",benign,temp
"run_cmd,SUB -11 65 -71",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"run_cmd,ADD 51 20 -61",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,PLUS -39 34",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"echo,device ready",benign,echo
"run_cmd,ADDd -25 -44",malicious,cmd_parse_error
"run_cmd,ADD -73 abc",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB -777 -282",benign,math
"run_cmd,ADD 130 557",benign,math
"run_cmd,ADD -48 -39 -11",malicious,cmd_parse_error
"rn_cmd,ADD 0 -18",malicious,cmd_parse_error
"run_cmd,ADD 93 -53 -45",malicious,cmd_parse_error
"run_cmd,SUB -557 -800",benign,math
"run_cmd,ADD 486 642",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB 5 66 -91",malicious,cmd_parse_error
"run_cmd,ADD 84 NaN",malicious,cmd_parse_error
"start_temp_report,60",benign,temp
"eco,ADD -50 37",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 85 -693",benign,math
"run_cmd,SUB -462 -102",benign,math
"rn_cmd,ADD 16 8",malicious,cmd_parse_error
"run_cmd,ADD -867 -605",benign,math
"start_temp_report,60",benign,temp
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -85 81 49",malicious,cmd_parse_error
"run_cmd,ADD -956 -734",benign,math
"start_temp_report,xyz",benign,temp
"start_temp_report,-1",malicious,temp_error
"run_cmd,SUB -613 -472",benign,math
"echo,hello world",benign,echo
"eco,ADD 31 -44",malicious,cmd_parse_error
"run_cmd,ADD -529 270",benign,math
"echo,done",benign,echo
"run_cmd,echo device ready",benign,echo
"echo,done",benign,echo
"echo,system ok",benign,echo
"run_cmd,SUB 27 -22 95",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"runcmd,ADD -39 -18",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"run_cmd,ADDd -85 -26",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD -95 -63 41",malicious,cmd_parse_error
"run_cmd,SUB 47 NaN",malicious,cmd_parse_error
"run_cmd,SUB 40 NaN",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 345 70",benign,math
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,SUB 866 895",benign,math
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,ADD -759 855",benign,math
"start_temp_report,5",benign,temp
"run_cmd,SUB -258 133",benign,math
"run_cmd,echo temperature normal",benign,echo
"run_cmd,SUB -131 574",benign,math
"run_cmd,SU 2 -73",malicious,cmd_parse_error
"run_cmd,SUB -180 -592",benign,math
"run_cmd,echo done",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB 92 95 95",malicious,cmd_parse_error
"start_temp_report,-3",malicious,temp_error
"run_cmd,PLUS -24 4",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,ADD 100 1.5",malicious,cmd_parse_error
"run_cmd,ADD 474 214",benign,math
"start_temp_report,1",benign,temp
"echo,hello world",benign,echo
"run_cmd,ADD -38 X",malicious,cmd_parse_error
"run_cmd,SUB -20 -98",benign,math
"echo,hello world",benign,echo
"run_cmd,ADD 182 733",benign,math
"ech,ADD -2 50",malicious,cmd_parse_error
"run_cmd,SUB -74 1.5",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"rn_cmd,ADD 6 -23",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD 256 2",benign,math
"run_cmd,ADD -15 X",malicious,cmd_parse_error
"run_cmd,ADD -75 -75 -41",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD 886 -826",benign,math
"run,ADD -2 35",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SUB -212 -940",benign,math
"run_cmd,ADD -6 NaN",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"run_cmd,SUB -580 -796",benign,math
"echo,device ready",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -745 247",benign,math
"run_cmd,SUM 91 -77",malicious,cmd_parse_error
"run_cmd,SUB -181 -837",benign,math
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,ADD -80 57 73",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB -362 -564",benign,math
"run_cmd,SUB -642 274",benign,math
"start_temp_report,abc",benign,temp
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -291 505",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,SUM -42 -98",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB 2 X",malicious,cmd_parse_error
"run_cmd,SUB 55 -94 94",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"run_cmd,AD 39 49",malicious,cmd_parse_error
"run_cmd,ADD -749 -371",benign,math
"start_temp_report,xyz",benign,temp
"run_cmd,SUB 297 986",benign,math
"start_temp_report,abc",malicious,temp_error
"start_temp_report,xyz",benign,temp
"run_cmd,echo hello world",benign,echo
"run_cmd,PLUS 78 10",malicious,cmd_parse_error
"run_cmd,SUB -49 NaN",malicious,cmd_parse_error
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -85 93 -35",malicious,cmd_parse_error
"run_cmd,AD 8 -22",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,5",benign,temp
"start_temp_report,60",benign,temp
"run_cmd,SUB 3 548",benign,math
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB 343 -826",benign,math
"run_cmd,ADD 97 -661",benign,math
"run_cmd,echo device ready",benign,echo
"echo,done",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,ADD 56 1.5",malicious,cmd_parse_error
"run_cmd,ADD 54 NaN",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"runcmd,ADD 35 39",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"run_cmd,SUB 194 927",benign,math
"run_cmd,echo system ok",benign,echo
"run_cmd,echo temperature normal",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB -736 -237",benign,math
"run_cmd,echo abc123",benign,echo
"echo,abc123",benign,echo
"run_cmd,SUB -558 -677",benign,math
"start_temp_report,-1",malicious,temp_error
"run_cmd,ADD 100 NaN",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo device ready",benign,echo
"start_temp_report,60",benign,temp
"run_cmd,ADD 53 1.5",malicious,cmd_parse_error
"run_cmd,SUB 7 4 -37",malicious,cmd_parse_error
"run_cmd,SUB -817 337",benign,math
"run_cmd,SUB -34 48 -48",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,ADD -783 582",benign,math
"echo,system ok",benign,echo
"run_cmd,SUB 29 65 -78",malicious,cmd_parse_error
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,SUM -31 25",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"echo,system ok",benign,echo
"run_cmd,ADD 39 NaN",malicious,cmd_parse_error
"run_cmd,ADD -4 abc",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,ADD 73 NaN",malicious,cmd_parse_error
"run_cmd,SUB -7 abc",malicious,cmd_parse_error
"start_temp_report,abc",malicious,temp_error
"echo,done",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,system ok",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"ech,ADD 32 -39",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"echo,abc123",benign,echo
"start_temp_report,abc",benign,temp
"run_cmd,PLUS 83 31",malicious,cmd_parse_error
"run_cmd,SUB 34 -27 53",malicious,cmd_parse_error
"run_cmd,ADD -602 556",benign,math
"run_cmd,ADD -213 911",benign,math
"start_temp_report,-1",malicious,temp_error
"echo,done",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"echo,done",benign,echo
"run_cmd,SUB 52 97 74",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB 363 989",benign,math
"start_temp_report,10",benign,temp
"run_cmd,SUM 78 86",malicious,cmd_parse_error
"start_temp_report,1.5",malicious,temp_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD 19 99 -23",malicious,cmd_parse_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUBB 38 81",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,ADD -53 NaN",malicious,cmd_parse_error
"run_cmd,ADD -37 NaN",malicious,cmd_parse_error
"start_temp_report,5",benign,temp
"run_cmd,echo done",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 4 -28 97",malicious,cmd_parse_error
"run_cmd,SUB 63 1.5",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"run_cmd,SUB -900 -536",benign,math
"run_cmd,ADDd -59 9",malicious,cmd_parse_error
"run_cmd,SUB 539 -719",benign,math
"run_cmd,ADD 18 -953",benign,math
"run_cmd,echo system ok",benign,echo
"run,ADD 42 12",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,SUB -37 94 -51",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,ADD 93 X",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo done",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB -548 -552",benign,math
"echo,done",benign,echo
"run_cmd,echo device ready",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,AD 22 -49",malicious,cmd_parse_error
"run_cmd,echo done",benign,echo
"run_cmd,SUB -500 -385",benign,math
"echo,temperature normal",benign,echo
"run_cmd,ADD 57 NaN",malicious,cmd_parse_error
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,5",benign,temp
"start_temp_report,10",benign,temp
"run_cmd,echo device ready",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,ADD -647 508",benign,math
"start_temp_report,60",benign,temp
"echo,temperature normal",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,echo done",benign,echo
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD 43 56 82",malicious,cmd_parse_error
"echo,hello world",benign,echo
"eco,ADD 46 -26",malicious,cmd_parse_error
"run_cmd,SUB -951 291",benign,math
"run,ADD -17 21",malicious,cmd_parse_error
"runcmd,ADD -16 1",malicious,cmd_parse_error
"echo,system ok",benign,echo
"run_cmd,SUB -79 -29 63",malicious,cmd_parse_error
"run_cmd,ADD -55 -79 14",malicious,cmd_parse_error
"run_cmd,SUBB 21 -20",malicious,cmd_parse_error
"run_cmd,SUM 2 99",malicious,cmd_parse_error
"run_cmd,SUB -50 abc",malicious,cmd_parse_error
"run_cmd,SUB -53 -11 -100",malicious,cmd_parse_error
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"run_cmd,echo hello; rm -rf /",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,ADD -11 -98 -39",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,ADD 774 -137",benign,math
"echo,name=$USER; id",malicious,cmdi
"start_temp_report,10",benign,temp
"echo,done",benign,echo
"run_cmd,SUB -39 73 24",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,SUB -562 -380",benign,math
"run_cmd,ADD 29 65 -78",malicious,cmd_parse_error
"run_cmd,SUB -33 -78 -99",malicious,cmd_parse_error
"run_cmd,SUB 96 -3 -11",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"start_temp_report,60",benign,temp
"echo,hi && shutdown now",malicious,cmdi
"echo,hello world",benign,echo
"echo,device ready",benign,echo
"run_cmd,SUB -56 1.5",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"echo,system ok",benign,echo
"rn_cmd,ADD 24 -31",malicious,cmd_parse_error
"run_cmd,ADD 560 818",benign,math
"run_cmd,ADD 49 abc",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"start_temp_report,-1",malicious,temp_error
"run_cmd,ADD -762 393",benign,math
"start_temp_report,xyz",benign,temp
"runcmd,ADD -39 43",malicious,cmd_parse_error
"echo,device ready",benign,echo
"run_cmd,SUB 37 NaN",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,SUB 928 -36",benign,math
"start_temp_report,-3",malicious,temp_error
"run_cmd,ADD -776 42",benign,math
"run_cmd,SUB -458 80",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"eco,ADD -2 -20",malicious,cmd_parse_error
"echo,hi && shutdown now",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,ADD -63 -99 13",malicious,cmd_parse_error
"start_temp_report,-1",malicious,temp_error
"run_cmd,echo system ok",benign,echo
"run_cmd,ADD -26 -43 38",malicious,cmd_parse_error
"run_cmd,SUB 713 104",benign,math
"echo,name=$USER; id",malicious,cmdi
"echo,device ready",benign,echo
"run_cmd,SUB -227 348",benign,math
"start_temp_report,0",malicious,temp_error
"run_cmd,echo system ok",benign,echo
"run_cmd,SUB -73 -47 -84",malicious,cmd_parse_error
"start_temp_report,-1",malicious,temp_error
"rn_cmd,ADD 29 21",malicious,cmd_parse_error
"run_cmd,SUB -29 -5 -51",malicious,cmd_parse_error
"run_cmd,echo system ok",benign,echo
"start_temp_report,0",malicious,temp_error
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run_cmd,SUB -59 NaN",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,SUB -431 540",benign,math
"start_temp_report,abc",benign,temp
"run_cmd,SUB 168 193",benign,math
"echo,temperature normal",benign,echo
"run_cmd,ADD 742 -330",benign,math
"run,ADD 4 19",malicious,cmd_parse_error
"ech,ADD -30 -8",malicious,cmd_parse_error
"start_temp_report,NaN",malicious,temp_error
"echo,device ready",benign,echo
"run_cmd,echo done",benign,echo
"run_cmd,SUB 98 NaN",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"run_cmd,ADD -35 -3 50",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -918 -84",benign,math
"run_cmd,SUB 26 abc",malicious,cmd_parse_error
"start_temp_report,10",benign,temp
"eco,ADD 37 -18",malicious,cmd_parse_error
"start_temp_report,0",malicious,temp_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"runcmd,ADD 15 30",malicious,cmd_parse_error
"run_cmd,ADD 44 14 25",malicious,cmd_parse_error
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,ADD 47 -94 31",malicious,cmd_parse_error
"run_cmd,ADD 38 1.5",malicious,cmd_parse_error
"run_cmd,SUB -554 171",benign,math
"rn_cmd,ADD -23 5",malicious,cmd_parse_error
"run_cmd,SUM 12 71",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,SUB 729 -70",benign,math
"echo,system ok",benign,echo
"start_temp_report,0",malicious,temp_error
"run_cmd,echo device ready",benign,echo
"run_cmd,SUB -99 NaN",malicious,cmd_parse_error
"eco,ADD -19 4",malicious,cmd_parse_error
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"run_cmd,SUB -465 333",benign,math
"run_cmd,ADD 39 X",malicious,cmd_parse_error
"echo,done",benign,echo
"start_temp_report,-3",malicious,temp_error
"run_cmd,SUB -90 35 88",malicious,cmd_parse_error
"run_cmd,ADD 57 abc",malicious,cmd_parse_error
"run_cmd,ADD -95 X",malicious,cmd_parse_error
"run_cmd,ADD 17 abc",malicious,cmd_parse_error
"run_cmd,SUB 846 -83",benign,math
"run_cmd,SUM -89 96",malicious,cmd_parse_error
"run_cmd,SUB -439 -246",benign,math
"run_cmd,ADD 76 -87 2",malicious,cmd_parse_error
"run_cmd,ADD -325 -530",benign,math
"echo,<script>alert(1)</script>",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"start_temp_report,xyz",benign,temp
"run,ADD -15 30",malicious,cmd_parse_error
"run_cmd,ADD 947 432",benign,math
"run_cmd,echo system ok",benign,echo
"start_temp_report,5",benign,temp
"run_cmd,ADD 960 -431",benign,math
"echo,hello world",benign,echo
"run_cmd,SUB -117 -242",benign,math
"echo,abc123",benign,echo
"run_cmd,SUB -32 72 -18",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,SUB 79 1.5",malicious,cmd_parse_error
"run_cmd,ADD -636 -457",benign,math
"echo,device ready",benign,echo
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -28 1.5",malicious,cmd_parse_error
"start_temp_report,abc",benign,temp
"echo,<script>alert(1)</script>",malicious,cmdi
"echo,done",benign,echo
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,SUB -391 -789",benign,math
"runcmd,ADD 42 8",malicious,cmd_parse_error
"run_cmd,ADD 64 78 -10",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"start_temp_report,NaN",malicious,temp_error
"echo,done",benign,echo
"run_cmd,ADD -80 -802",benign,math
"run_cmd,SUB -7 -64 -21",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,ADD 81 -87 -21",malicious,cmd_parse_error
"run_cmd,echo hello world",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"start_temp_report,5",benign,temp
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD -592 46",benign,math
"run_cmd,echo device ready",benign,echo
"start_temp_report,1",benign,temp
"run_cmd,SUB -46 63 62",malicious,cmd_parse_error
"run_cmd,SUB -63 -20 -14",malicious,cmd_parse_error
"runcmd,ADD 34 -30",malicious,cmd_parse_error
"echo,done",benign,echo
"run_cmd,SUB -20 X",malicious,cmd_parse_error
"echo,hello world",benign,echo
"run_cmd,echo hello world",benign,echo
"run_cmd,echo ping 8.8.8.8 && reboot",malicious,cmdi
"echo,temperature normal",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,echo done",benign,echo
"run_cmd,SUB 438 -780",benign,math
"echo,hello world",benign,echo
"echo,done",benign,echo
"run_cmd,ADD -224 45",benign,math
"run_cmd,echo done",benign,echo
"run_cmd,ADD -40 -14 0",malicious,cmd_parse_error
"run,ADD -19 -48",malicious,cmd_parse_error
"echo,done",benign,echo
"echo,value > /tmp/leak",malicious,cmdi
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo abc123",benign,echo
"run_cmd,ADD -58 -88 -31",malicious,cmd_parse_error
"run_cmd,echo temperature normal",benign,echo
"run_cmd,ADD -838 -710",benign,math
"run_cmd,ADD 55 803",benign,math
"run_cmd,ADD -273 269",benign,math
"echo,abc123",benign,echo
"run_cmd,ADD 132 556",benign,math
"start_temp_report,60",benign,temp
"run_cmd,ADD -685 -728",benign,math
"echo,device ready",benign,echo
"ech,ADD 40 -7",malicious,cmd_parse_error
"start_temp_report,1",benign,temp
"start_temp_report,0",malicious,temp_error
"run_cmd,SUB -227 168",benign,math
"run_cmd,SUB 1000 278",benign,math
"run_cmd,ADD 88 NaN",malicious,cmd_parse_error
"run_cmd,SUB 795 -343",benign,math
"echo,done",benign,echo
"run_cmd,SUBB 84 -98",malicious,cmd_parse_error
"echo,temperature normal",benign,echo
"run_cmd,echo user `whoami`",malicious,cmdi
"run_cmd,ADD 99 28 -53",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"run_cmd,AD -81 -18",malicious,cmd_parse_error
"run_cmd,echo device ready",benign,echo
"start_temp_report,xyz",benign,temp
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,ADD -68 1.5",malicious,cmd_parse_error
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"run_cmd,echo device ready",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,device ready",benign,echo
"run_cmd,echo ok && echo hacked",malicious,cmdi
"run_cmd,echo status | cat /etc/passwd",malicious,cmdi
"start_temp_report,abc",benign,temp
"run_cmd,SUB 467 866",benign,math
"start_temp_report,5",benign,temp
"run_cmd,ADD 40 X",malicious,cmd_parse_error
"echo,name=$USER; id",malicious,cmdi
"start_temp_report,-3",malicious,temp_error
"echo,device ready",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,name=$USER; id",malicious,cmdi
"run_cmd,SUB 35 -27 -49",malicious,cmd_parse_error
"echo,abc123",benign,echo
"run_cmd,SUB -46 412",benign,math
"echo,device ready",benign,echo
"run_cmd,echo system ok",benign,echo
"echo,<img src=x onerror=alert(1)>",malicious,cmdi
"run,ADD 11 45",malicious,cmd_parse_error
"run_cmd,echo ok && echo hacked",malicious,cmdi
"echo,temperature normal",benign,echo
"run_cmd,ADD -23 -96",benign,math
"echo,done",benign,echo
"ech,ADD 36 -20",malicious,cmd_parse_error
"run_cmd,SU 23 -52",malicious,cmd_parse_error
"run_cmd,SUB -479 -37",benign,math
"run_cmd,ADD -258 -368",benign,math
